start_hour,off_hours,session_duration,mean_dwell,dwell_var,interevent_entropy,burstiness,n_files,nav_speed,backtrack_rate,dir_entropy,search_to_open,cred_searches,fin_searches,infra_searches,honey_touches,honey_frac,failed_logins,hesitation,label,profile
12,0,808.312242075645,194.92947215646373,2137.7889023010925,1.5498260458782016,-0.18281641274987945,3,0.22268622276186545,0.0,1.277034259466139,0.6666666666666666,0,0,2,0,0.0,1,0.0,0,easy_normal
12,0,496.24660157985204,127.84067897610161,672.6159209989436,1.4270610433807247,0.01987990957989239,3,0.36272288702220123,0.3333333333333333,1.464816384890813,0.3333333333333333,0,0,1,0,0.0,1,0.0,0,easy_normal
3,1,1296.686084358946,22.07264414622161,216.0525098696441,1.470055065914453,-0.052215132344203774,46,2.128502829861466,0.0,1.690814418164143,0.2826086956521739,5,7,1,28,0.6086956521739131,12,23.251987765024804,1,A0
11,0,1374.7469128253908,136.563819571614,7741.772363690485,1.5792331346113395,0.038260496996801695,8,0.34915517577959143,0.11764705882352941,1.4161396803619404,0.25,0,0,2,0,0.0,2,0.0,0,easy_normal
8,0,568.3157897040267,92.25008142252706,297.2933840989798,1.8891591637540215,-0.28641263963184294,4,0.42230042583365435,0.2222222222222222,1.4270610433807247,0.25,0,0,1,0,0.0,1,0.0,0,easy_normal
10,0,2014.744094912547,425.49093323909244,107354.20836421939,1.2130075659799042,0.07971653475598922,4,0.11912182822921616,0.25,1.2130075659799042,0.25,0,0,1,0,0.0,0,0.0,0,easy_normal
15,0,218.15789788718257,40.1847663921217,0.0,0.9502705392332347,0.15282856858082386,1,0.2750301528438278,0.2,1.6094379124341005,1.0,0,0,1,0,0.0,1,0.0,0,easy_normal
10,0,1460.520681844269,177.10408685630878,8176.876722058354,1.310783678099714,-0.19085455608403587,5,0.2054061977548827,0.0,1.1490596969706202,0.4,0,0,2,0,0.0,1,0.0,0,easy_normal
11,0,1244.9903660947764,197.86735942635886,3964.2163911700104,1.8462202193216335,-0.10336419450678475,5,0.2409657200328586,0.18181818181818182,1.4142790651247086,0.4,0,0,2,0,0.0,1,0.0,0,easy_normal
20,1,268.81601950760546,4.775814782424301,19.048827910566896,1.4222763311883089,-0.0499947465972463,31,6.919230496035881,0.014492753623188406,1.8009961075747536,0.6451612903225806,14,5,1,19,0.6129032258064516,6,4.923987600443726,1,A0
8,0,409.73590878444,142.69340481948018,8146.73223516508,0.8018185525433372,0.23174837867188727,2,0.2928715727064366,0.3,1.5571130980576455,1.0,0,0,2,0,0.0,2,0.0,0,easy_normal
15,0,786.1879420300482,189.89632430279926,6882.71242008248,1.2275294114572126,0.09614273857126639,3,0.22895288820535023,0.3,1.5047882836811908,0.6666666666666666,0,0,2,0,0.0,1,0.0,0,easy_normal
22,1,800.8204774157407,15.591967261520107,113.86562158338003,1.47082604874022,-0.002897065818387122,40,2.996926362004172,0.0,1.7554433323624903,0.525,10,10,1,16,0.4,7,12.815208179095476,1,A0
13,0,1914.5424251203235,295.8396782073209,24701.64004969799,1.2206072645530175,-0.039968575249308906,6,0.18803448556506916,0.0,0.8979457248567797,0.16666666666666666,0,0,1,0,0.0,0,0.0,0,easy_normal
15,0,765.3283775865602,270.660441208114,2638.0986678858035,1.4750763110546947,0.0004079308654927995,2,0.15679544038131232,0.14285714285714285,1.5498260458782016,1.0,0,0,2,0,0.0,1,0.0,0,easy_normal
8,0,1615.0360289023538,157.4448272724583,11436.317411005191,1.6674619334292948,0.014803130860843616,8,0.2972069919246496,0.125,1.3535913521346064,0.125,0,0,1,0,0.0,2,0.0,0,easy_normal
2,1,1046.321027626274,16.854122208203673,104.18765893898035,1.7435033178969936,-0.08577223252500416,41,2.3510948695935654,0.0,1.7604514031486973,0.5121951219512195,12,8,1,23,0.5609756097560976,9,18.167714999519973,1,A0
2,1,842.8122232745528,16.442455154940063,56.51338701856372,1.9584607424247213,-0.15260085594575495,32,2.278087511047576,0.0,1.7477996731841143,0.5,10,5,1,20,0.625,7,16.09252269213891,1,A0
9,0,187.48924417254221,86.8433161917984,0.0,0.9502705392332347,-0.05309977933335845,1,0.3200183576652713,0.0,1.3321790402101223,2.0,0,0,2,0,0.0,1,0.0,0,easy_normal
15,0,843.8676528295956,170.20406708964168,4700.081209400888,1.4941751382893085,-0.12829094427042098,3,0.21330359019739303,0.0,1.320888343149322,0.6666666666666666,0,0,2,0,0.0,2,0.0,0,easy_normal
23,1,211.62551228960893,11.807971172720187,52.086679565302916,1.5513977643648993,0.02476877237732469,12,3.4022363003884046,0.03125,1.8788377093911202,1.0833333333333333,4,8,1,7,0.5833333333333334,2,11.171249229511476,1,A0
17,0,668.4598780431044,126.91211210763447,2648.4958451933176,1.4941751382893085,-0.09283744145240307,5,0.44879282938901394,0.125,0.9002560512685369,0.0,0,0,0,0,0.0,0,0.0,0,easy_normal
9,0,1559.8047986328475,197.52170104178524,27872.411716212435,1.2636544318820966,0.04560334557718206,7,0.26926446204558774,0.0,1.0335620542068176,0.14285714285714285,0,0,1,0,0.0,2,0.0,0,easy_normal
11,0,1153.5417287352861,152.0505496221366,20311.26535994372,1.4184836619456564,0.03503415557484418,6,0.312082338273705,0.1,1.0888999753452235,0.3333333333333333,0,0,2,0,0.0,0,0.0,0,easy_normal
14,0,734.10149197125,132.77189418967518,3140.180277884106,1.4142790651247086,0.03717679134070394,5,0.4086628392409657,0.18181818181818182,1.4142790651247086,0.2,0,0,1,0,0.0,1,0.0,0,easy_normal
14,0,709.4483105634877,116.42906565270518,3217.3140739005144,1.6094379124341003,9.296668336791096e-05,6,0.5074365456083273,0.0,1.0888999753452235,0.16666666666666666,0,0,1,0,0.0,1,0.0,0,easy_normal
11,0,754.865699858779,83.09485411361625,2590.123179245815,1.5867847075280475,-0.019106523341711805,7,0.5563903619923041,0.2,1.2680942586678274,0.0,0,0,0,0,0.0,2,0.0,0,easy_normal
13,0,421.2525496090352,386.61840926735874,0.0,0.5004024235381879,0.2846177937619536,1,0.14243237235165945,0.2,1.6094379124341005,1.0,0,0,1,0,0.0,1,0.0,0,easy_normal
11,0,461.2588361802229,236.20642957227128,0.0,1.3321790402101223,-0.025115466271544293,1,0.1300788088893257,0.4,1.3321790402101223,1.0,0,0,1,0,0.0,0,0.0,0,easy_normal
9,0,2525.017286393149,370.84727831700275,70942.71050349,1.2636256721237276,0.11716143353679573,6,0.1425732813553291,0.15384615384615385,1.4180693652516903,0.16666666666666666,0,0,1,0,0.0,2,0.0,0,easy_normal
9,0,536.2724192869345,82.75308380691742,3123.8017813341553,1.234267866079077,0.10301139961954243,6,0.6713006059097377,0.3333333333333333,1.1269287948006759,0.16666666666666666,0,0,1,0,0.0,0,0.0,0,easy_normal
1,1,720.4067933620584,11.200471935776656,66.12220772160752,1.143403212196363,-0.04946448649820003,48,3.9977413130147768,0.0,1.7013702097467898,0.4166666666666667,8,10,2,28,0.5833333333333334,4,11.039020008167379,1,A0
12,0,612.2683361140324,25.631244070790128,611.1008622714969,0.926714769454322,0.1375525291927175,15,1.4699437271444638,0.0,1.7570404076728372,1.4,12,8,1,11,0.7333333333333333,3,24.72996467677972,1,A0
5,1,729.6428985018459,11.735102405160836,71.61475321587643,1.3820815153738368,-0.00924752801805331,48,3.9471363401376456,0.0,1.650093816211926,0.3541666666666667,11,5,1,28,0.5833333333333334,5,11.718838961800254,1,A0
13,0,1319.7599234911581,161.6191369193364,12309.603190614705,1.5941666991180168,-0.09236486670185627,6,0.27277688433491204,0.0,0.9949236325717752,0.3333333333333333,0,0,2,0,0.0,0,0.0,0,easy_normal
14,0,1579.5796643094209,214.71865648488853,31303.174660286113,1.1786549963416462,0.1500768597321773,7,0.2658935218589437,0.07692307692307693,1.3038755293363848,0.2857142857142857,0,0,2,0,0.0,1,0.0,0,easy_normal
14,0,270.29046839955794,90.796161753854,654.6499467251224,1.2130075659799042,0.08414091944394202,2,0.44396682099277557,0.125,1.559581156259877,1.0,0,0,2,0,0.0,2,0.0,0,easy_normal
19,1,1295.971654036913,19.279622162552624,201.69607556115784,1.5873506277998586,-0.08433460564875021,41,1.8981896651343984,0.0,1.6480036891560987,0.2926829268292683,6,6,0,23,0.5609756097560976,8,23.637390076269032,1,A0
12,0,985.7270941308119,138.32353262655093,10883.995159919263,1.540305825226517,0.08034509698086932,7,0.42608142000027394,0.09090909090909091,1.1595888143086257,0.14285714285714285,0,0,1,0,0.0,1,0.0,0,easy_normal
13,0,1301.1411901946447,172.4566324584072,12177.444072688062,1.4677339293271525,0.024700300265893364,7,0.32279356242435914,0.08333333333333333,1.0751393240053733,0.0,0,0,0,0,0.0,1,0.0,0,easy_normal
13,0,1040.015719081853,143.2210740179017,14040.952129275245,1.7480673485460891,-0.028008699334966733,4,0.23076574285999918,0.1,1.4708084763221114,0.5,0,0,2,0,0.0,1,0.0,0,easy_normal
10,0,868.2455943771505,104.35699450279364,2368.793092434764,1.631345420808597,-0.08594493542346983,7,0.4837340986467009,0.15384615384615385,1.3038755293363848,0.2857142857142857,0,0,2,0,0.0,1,0.0,0,easy_normal
13,0,288.5641973254316,89.10550363473472,27.04738638178419,1.3296613488547582,-0.07184111920717276,3,0.6237780073492725,0.16666666666666666,1.2424533248940002,0.3333333333333333,0,0,1,0,0.0,0,0.0,0,easy_normal
11,0,1008.7414668317728,14.936985160699328,97.90386534733784,1.6324819155983852,-0.08706846787041674,48,2.8550427385972585,0.011363636363636364,1.7265283637273083,0.2916666666666667,5,8,1,23,0.4791666666666667,8,14.27800703250154,1,A0
19,1,472.18366296872443,11.279337907604424,91.56457750745938,1.2849519164064085,0.07104363458405294,23,2.922591585070163,0.015625,1.876872068355572,0.6956521739130435,10,4,2,13,0.5652173913043478,11,10.122128226335887,1,A0
12,0,605.4369024809777,249.39720131168056,1173.300503283654,1.242453324894,0.03576533334354328,2,0.19820397387120006,0.0,1.3296613488547582,1.0,0,0,2,0,0.0,1,0.0,0,easy_normal
8,0,460.2124710247458,84.43804868326443,5989.6606160257215,1.2148896539491205,0.08552177857501074,4,0.5214982537643903,0.2222222222222222,1.2730283365896256,0.5,0,0,2,0,0.0,0,0.0,0,easy_normal
13,0,178.37791676057657,156.23890465839736,0.0,0.5623351446188083,0.18423766306456976,1,0.33636450682700564,0.25,1.3862943611198906,0.0,0,0,0,0,0.0,1,0.0,0,easy_normal
10,0,782.2902763372515,78.31240899052862,3300.2777248446587,1.235144651532666,-0.0021262542330451983,7,0.5368851086408426,0.26666666666666666,1.2105578441774711,0.0,0,0,0,0,0.0,1,0.0,0,easy_normal
14,0,706.1458365972031,239.07860248387806,2733.620120756006,1.0114042647073516,-0.018119679258085886,2,0.16993656802999735,0.16666666666666666,1.5607104090414063,0.5,0,0,1,0,0.0,1,0.0,0,easy_normal
14,0,945.5319281684549,312.57806594176117,16190.079983136151,1.0027182645175161,0.1589268348730883,2,0.1269126894873305,0.4444444444444444,1.4270610433807247,0.5,0,0,1,0,0.0,1,0.0,0,easy_normal
16,0,1224.573120262497,155.63041915829587,3546.508486038093,1.8343719702816235,-0.15041138927336087,5,0.24498332932188857,0.2,1.2206072645530175,0.4,0,0,2,0,0.0,0,0.0,0,easy_normal
9,0,659.3351362688088,316.06330404495634,13179.25157506527,1.0397207708399179,0.02086120794573324,2,0.1820015245647039,0.0,1.0397207708399179,0.5,0,0,1,0,0.0,0,0.0,0,easy_normal
1,1,989.0258600910354,13.583618459450056,50.45046653431482,1.6787943931762104,-0.17766948985547693,48,2.9119562149112146,0.0,1.6015702324932433,0.25,9,3,0,21,0.4375,8,13.808624546912714,1,A0
15,0,1238.818515165772,158.95013529498496,22540.023754152564,1.2342678660790765,0.1308643507038394,7,0.3390327112957284,0.16666666666666666,1.1187433359857524,0.0,0,0,0,0,0.0,1,0.0,0,easy_normal
11,0,822.9784049669726,97.58629804201588,1877.362476233727,1.5740973368489726,-0.06403056284585235,7,0.5103414591016581,0.14285714285714285,1.3690391777047681,0.2857142857142857,0,0,2,0,0.0,1,0.0,0,easy_normal
17,0,341.00230219690627,135.41909168937343,97.89192853082488,1.3862943611198906,-0.2314310224821152,2,0.3519037825460426,0.0,1.0397207708399179,0.5,0,0,1,0,0.0,0,0.0,0,easy_normal
1,1,926.3251548869503,14.915836463767945,83.88430485726637,1.4197213268668876,-0.0476003466827092,41,2.655654968476184,0.011764705882352941,1.7537532378476897,0.3170731707317073,5,7,1,22,0.5365853658536586,10,14.399016655682571,1,A0
13,0,361.09894897570894,8.137147501946195,37.31049304641849,1.4559428900106908,-0.054091120106683245,26,4.320145501461819,0.0,1.729515974298237,0.46153846153846156,8,4,0,13,0.5,9,6.707293491252363,1,A0
12,0,705.4941318779889,13.174474734771742,99.85208504105725,1.5492304471058587,-0.026831557369793455,44,3.742058056489366,0.0,1.5781237384637117,0.3181818181818182,10,4,0,23,0.5227272727272727,3,13.27194687486982,1,A0
10,0,416.3330692801758,88.5760870064606,4359.258456794367,1.4750763110546947,0.012611394873374093,4,0.5764615345472099,0.0,0.9556998911125343,0.0,0,0,0,0,0.0,2,0.0,0,easy_normal
15,0,449.46429584150087,114.42740415696238,835.1162179732543,1.15374194270109,0.010475396364134982,2,0.2669844993479011,0.2857142857142857,1.5498260458782016,0.5,0,0,1,0,0.0,1,0.0,0,easy_normal
13,0,478.2122736768065,104.97414808391117,3977.770926445272,1.4941751382893085,0.04362004591508821,4,0.5018691765368634,0.125,1.3862943611198906,0.25,0,0,1,0,0.0,1,0.0,0,easy_normal
13,0,912.6523705233132,20.037031490635332,154.00847333367585,1.6120475637436154,-0.07603796586438764,29,1.9065309598684188,0.015151515151515152,1.7841146727428892,0.7586206896551724,13,9,0,18,0.6206896551724138,7,20.8205049926487,1,A0
17,0,1107.3226304877085,107.81345505139662,1970.1551074866534,1.818483163012365,-0.14329221486895716,7,0.3792932506174966,0.07692307692307693,1.2636256721237273,0.14285714285714285,0,0,1,0,0.0,1,0.0,0,easy_normal
8,0,490.32900361151974,11.554266980549036,59.395145756497016,1.5581514913367576,-0.02400286386965073,28,3.4262709071377686,0.0,1.8060594901015985,0.5357142857142857,5,8,2,18,0.6428571428571429,11,11.9558763592375,1,A0
22,1,756.3173704623484,11.807720761590229,184.32670713892227,0.620901933960824,0.16589835266425415,50,3.966588785559763,0.0,1.6540029240603196,0.28,10,4,0,24,0.48,12,13.740608739338526,1,A0
0,1,504.78263800446547,12.771032258218009,115.10893971634842,1.481031313739052,-0.014058272623201274,29,3.4470282236304004,0.0,1.638667530320135,0.3103448275862069,5,3,1,16,0.5517241379310345,2,14.043635849708835,1,A0
17,0,1168.5965177334097,218.78595243572826,35454.64290667175,1.2275294114572126,0.17922238089042525,5,0.25671820465619305,0.1,1.3592367006650066,0.2,0,0,1,0,0.0,1,0.0,0,easy_normal
15,0,273.8151083610174,51.4704794352896,445.385619803059,1.7677614722893296,-0.023399206943914216,3,0.657377896630434,0.36363636363636365,1.4681399390162087,0.3333333333333333,0,0,1,0,0.0,2,0.0,0,easy_normal
17,0,806.6818697983108,367.0546712871659,21323.721988616242,0.9502705392332347,0.08688966804481273,2,0.14875752696661299,0.4,1.0549201679861442,0.0,0,0,0,0,0.0,0,0.0,0,easy_normal
15,0,515.0843451541801,116.33687207558319,5974.104664632461,1.5498260458782016,0.02331362540577566,4,0.4659431067122819,0.0,1.15374194270109,0.25,0,0,1,0,0.0,1,0.0,0,easy_normal
9,0,922.0465303504797,148.79732398265398,3001.901780191435,1.5810937501718234,-0.10628607648660739,4,0.26029055161540865,0.1111111111111111,1.4270610433807247,0.5,0,0,2,0,0.0,1,0.0,0,easy_normal
12,0,448.2923866647425,77.9356911854845,2615.8758804182435,1.4750763110546947,-0.07884916363134926,4,0.535364880464689,0.14285714285714285,1.1537419427010902,0.25,0,0,1,0,0.0,0,0.0,0,easy_normal
8,0,648.8934248809022,232.28219532382718,23537.081844180568,1.329661348854758,0.09299511415112156,2,0.18493021411339586,0.16666666666666666,1.5607104090414063,0.5,0,0,1,0,0.0,1,0.0,0,easy_normal
14,0,366.16545048203244,108.80620729904868,5841.267449158186,1.2554823251787537,0.10053853857545468,2,0.32772070615080695,0.375,1.3208883431493221,0.0,0,0,0,0,0.0,2,0.0,0,easy_normal
13,0,1241.500980995099,120.66651398959286,4721.330800701266,1.6715952780212544,-0.14547542249948603,8,0.3866287722263949,0.15384615384615385,0.9251290835720822,0.0,0,0,0,0,0.0,0,0.0,0,easy_normal
1,1,754.1302525298892,13.847326660883823,162.6886374078979,1.2613703923724722,-0.05008469136181593,32,2.5459792834977173,0.031746031746031744,1.7095638939576543,0.3125,4,5,1,17,0.53125,2,13.280195631794555,1,A0
14,0,705.5895094091244,99.66011446502424,4235.926359788292,1.6674619334292948,-0.10797345858663639,5,0.42517638938711877,0.125,1.073542846408523,0.2,0,0,1,0,0.0,0,0.0,0,easy_normal
10,0,283.4379499205521,53.92183797262454,473.46750840285677,1.7328679513998633,-0.1344393206362991,4,0.8467461751938024,0.125,1.2130075659799042,0.25,0,0,1,0,0.0,0,0.0,0,easy_normal
23,1,706.589857515381,20.658561854659506,280.69877946151155,1.3928885947007557,0.02038259559265067,23,1.9530424691525665,0.02,1.8771835623176685,0.5217391304347826,7,3,2,11,0.4782608695652174,7,19.968163353818404,1,A0
13,0,733.162690458057,142.14485608481752,3911.9012019574275,1.6769877743224173,-0.05033721440955777,3,0.2455116747519458,0.3333333333333333,1.464816384890813,0.3333333333333333,0,0,1,0,0.0,1,0.0,0,easy_normal
2,1,745.2636203596987,26.647405720842464,695.3179432000854,1.0473494752474797,0.11443573733306048,21,1.6906769169704885,0.0,1.6913719129576226,0.6666666666666666,9,3,2,16,0.7619047619047619,2,26.49523084029251,1,A0
12,0,567.2639528893526,87.76201179347876,1332.7568938585248,1.8891591637540217,-0.18349655511491514,5,0.5288543339867682,0.1111111111111111,1.1490596969706202,0.0,0,0,0,0,0.0,1,0.0,0,easy_normal
